filename,latitude,longitude,year_taken,day_taken,url
3087161274,11.483725,-85.795583,2008,333,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=090W020N&day=333&year=2008
4241217946,40.759285,-8.058386,2009,364,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W050N&day=364&year=2009
6486409547,20.972841,-89.626464,2011,204,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=090W030N&day=204&year=2011
409595749,35.192143,-90.020771,2007,63,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100W040N&day=63&year=2007
540438769,10.76923,106.697759,2007,147,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100E020N&day=147&year=2007
11805956435,51.404569,-0.938136,2014,6,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=6&year=2014
13745523473,45.396533,-75.674151,2014,99,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=99&year=2014
8142169173,40.716528,-74.042568,2012,305,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=305&year=2012
5292827668,-23.371174,150.508575,2010,357,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=150E020S&day=357&year=2010
5801053370,52.519563,7.129783,2011,156,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=156&year=2011
4100728095,51.385709,-0.957183,2006,322,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=322&year=2006
3840410923,48.137726,17.117171,2009,176,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010E050N&day=176&year=2009
8317904618,51.407333,-0.399667,2012,361,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=361&year=2012
5260573260,-37.241449,144.440544,2010,332,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=140E030S&day=332&year=2010
7288846840,38.735222,-109.519314,2011,260,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=110W040N&day=260&year=2011
654043062,35.101275,-96.67031,2007,178,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100W040N&day=178&year=2007
4969277984,30.44185,69.359703,2010,250,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=060E040N&day=250&year=2010
8314488139,51.06787,-1.803152,2012,360,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=360&year=2012
11533766874,51.401628,-2.308373,2013,358,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=358&year=2013
8661037078,63.089552,21.905155,2013,108,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=020E070N&day=108&year=2013
9143954316,41.9542,-87.674932,2013,177,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=090W050N&day=177&year=2013
2457457193,45.960875,-66.644085,2008,122,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=070W050N&day=122&year=2008
6091713440,40.56728,-74.511092,2011,240,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=240&year=2011
174080558,40.004081,-75.693805,2006,175,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W040N&day=175&year=2006
2089497011,47.03888,-122.938513,2007,337,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=130W050N&day=337&year=2007
780564092,38.82901,-77.224273,2007,192,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W040N&day=192&year=2007
2456154794,41.523423,-90.51685,2008,121,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100W050N&day=121&year=2008
4469003981,-37.861412,145.04557,2010,65,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=140E030S&day=65&year=2010
3552248093,-28.653584,151.931026,2009,142,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=150E020S&day=142&year=2009
3116296490,52.532761,-1.520748,2008,348,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=348&year=2008
2456106701,51.760011,-1.2461,2008,122,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=122&year=2008
5903723002,41.136601,-95.882556,2011,183,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100W050N&day=183&year=2011
2934006313,41.778064,-70.72865,2008,285,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=285&year=2008
5987072483,39.622019,-78.27719,2011,107,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W040N&day=107&year=2011
921695345,47.710339,-121.361074,2006,310,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=130W050N&day=310&year=2006
871763768,51.826123,-1.362991,2007,202,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=202&year=2007
8297043296,50.642166,-3.4635,2012,357,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=357&year=2012
5267738818,48.892816,11.823591,2010,170,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010E050N&day=170&year=2010
2314590377,53.113512,9.054973,2008,24,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=24&year=2008
5480091966,55.91208,-4.17077,2011,57,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=57&year=2011
6995609934,51.034333,-2.265833,2012,116,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=116&year=2012
8745436574,50.6303,3.068275,2013,136,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=136&year=2013
7745727156,30.37975,-91.744726,2012,189,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100W040N&day=189&year=2012
3939859433,-34.878625,138.532447,2009,264,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=130E030S&day=264&year=2009
452807139,53.918393,-0.926284,2006,92,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=92&year=2006
3637904790,40.443791,-79.946683,2009,168,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=168&year=2009
6306379604,15.876726,108.334465,2011,307,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100E020N&day=307&year=2011
8348167148,51.306166,-0.052001,2012,360,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=360&year=2012
5029372755,44.95262,-89.629232,2010,268,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=090W050N&day=268&year=2010
8388283345,-6.183691,106.898345,2013,17,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100E000S&day=17&year=2013
3685111553,39.768542,-104.974176,2009,184,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=110W040N&day=184&year=2009
9396619519,38.569179,-97.675857,2013,210,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100W040N&day=210&year=2013
8941677929,41.672716,-91.536553,2013,154,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100W050N&day=154&year=2013
12324945273,51.896141,-8.473809,2014,35,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=35&year=2014
623659743,53.829129,-1.68374,2007,176,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=176&year=2007
8270174434,33.230018,-117.347953,2012,348,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=120W040N&day=348&year=2012
3682525199,-31.079888,152.853448,2009,180,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=150E030S&day=180&year=2009
3698021950,30.010702,-95.297212,2009,188,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100W030N&day=188&year=2009
2164550548,37.52911,-77.456445,2003,56,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W040N&day=56&year=2003
5351849360,-27.518167,153.011667,2011,11,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=150E020S&day=11&year=2011
176610078,38.910871,-77.04375,2006,178,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W040N&day=178&year=2006
11687489094,51.012998,0.618066,2013,365,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=365&year=2013
5425710504,32.079444,34.773611,2011,38,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=030E040N&day=38&year=2011
382761698,-6.159328,106.822814,2007,38,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100E000S&day=38&year=2007
2693839926,51.412082,-2.113666,2007,203,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=203&year=2007
6129444196,41.709016,-76.506262,2013,60,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=60&year=2013
4436346186,42.385061,-71.20781,2010,73,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=73&year=2010
3265453413,56.099166,-4.634334,2009,31,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=31&year=2009
164019989,21.031949,105.819908,2006,154,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100E030N&day=154&year=2006
6886001227,53.544055,9.980424,2012,47,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=47&year=2012
462338940,42.903327,-71.301848,2007,106,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=106&year=2007
1263088022,41.92725,-88.761656,2007,236,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=090W050N&day=236&year=2007
4122610095,51.894695,-8.498482,2009,324,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=324&year=2009
4301048165,51.998357,-2.157697,2010,24,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=24&year=2010
4142771417,54.269241,-3.086869,2007,362,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=362&year=2007
7856670232,37.113292,-76.539666,2012,238,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W040N&day=238&year=2012
5347785076,-27.46566,152.996892,2011,12,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=150E020S&day=12&year=2011
4436863796,39.322189,-77.730588,2010,73,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W040N&day=73&year=2010
462773099,43.178768,-70.890355,2007,107,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=107&year=2007
2861782645,42.710995,-84.528642,2008,259,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=090W050N&day=259&year=2008
4529148756,44.82069,-69.103231,2010,107,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=070W050N&day=107&year=2010
5932525414,32.015667,-102.141167,2011,193,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=110W040N&day=193&year=2011
3182113566,47.261116,-122.238435,2009,9,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=130W050N&day=9&year=2009
1907424176,32.294873,-110.984927,2006,212,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=120W040N&day=212&year=2006
2659626674,51.739539,-0.307273,2008,193,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=193&year=2008
2617496605,9.563342,76.56372,2008,174,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=070E010N&day=174&year=2008
2644855050,43.703172,-79.334882,2005,231,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=231&year=2005
2482380750,30.190527,-95.490428,2008,126,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100W040N&day=126&year=2008
5728160044,41.516289,-90.590858,2011,113,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100W050N&day=113&year=2011
434656438,-25.302286,-54.085693,2006,359,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=060W020S&day=359&year=2006
5252326806,-13.24627,34.295379,2009,70,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=030E010S&day=70&year=2009
2711528328,51.415796,-0.190072,2008,209,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=209&year=2008
8297367516,53.957096,-1.083698,2012,357,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=357&year=2012
4479181860,41.752232,-71.440572,2010,90,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=90&year=2010
5357086864,51.503811,11.95225,2011,15,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010E060N&day=15&year=2011
146402447,42.340409,-71.110644,2006,134,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=134&year=2006
4423710085,52.467462,1.511607,2010,66,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=66&year=2010
2562208579,43.533351,-89.969755,2009,158,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=090W050N&day=158&year=2009
2581081671,43.137977,-88.569374,2008,166,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=090W050N&day=166&year=2008
5673823813,44.668888,-74.989167,2011,119,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=119&year=2011
5351481946,-27.515094,153.003845,2011,12,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=150E020S&day=12&year=2011
4619114325,50.053901,19.933426,2010,138,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010E060N&day=138&year=2010
13948706965,41.619877,-0.833878,2014,109,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E050N&day=109&year=2014
2613156889,39.573873,3.376407,2008,163,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E040N&day=163&year=2008
294304200,51.053952,13.738725,2006,91,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010E060N&day=91&year=2006
5337115387,-28.145249,153.471506,2011,7,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=150E020S&day=7&year=2011
2470233567,42.326316,-89.064574,2008,110,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=090W050N&day=110&year=2008
871399802,51.453792,-0.969521,2007,203,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=203&year=2007
2932570754,55.753298,-4.263896,2008,285,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=285&year=2008
2409895613,59.256123,10.732119,2007,223,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010E060N&day=223&year=2007
475548703,60.860796,-115.784568,2007,118,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=120W070N&day=118&year=2007
3260465333,53.331359,-6.264739,2009,38,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=38&year=2009
311518413,42.862376,-76.995105,2006,335,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=335&year=2006
10457158923,22.740619,121.146383,2013,264,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=120E030N&day=264&year=2013
5398725131,52.559603,14.620313,2011,29,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010E060N&day=29&year=2011
2402683261,37.200683,-93.285126,2008,101,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100W040N&day=101&year=2008
5351410623,-27.477968,153.043949,2011,11,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=150E020S&day=11&year=2011
7177961036,54.906927,-1.400853,2012,132,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=132&year=2012
8143030670,40.735193,-74.01045,2012,303,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=303&year=2012
3532928109,49.458082,-97.392082,2009,120,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100W050N&day=120&year=2009
6088650487,40.730864,-73.974058,2011,240,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=240&year=2011
8827062716,29.466544,-98.516914,2013,145,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100W030N&day=145&year=2013
4864158271,27.96048,-82.746362,2010,217,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=090W030N&day=217&year=2010
3646834931,60.170673,24.936367,2009,164,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=020E070N&day=164&year=2009
6128272276,42.083509,-76.06249,2011,251,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=251&year=2011
8272837691,37.559833,-1.2715,2012,272,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W040N&day=272&year=2012
8224581510,54.776013,-1.573264,2012,332,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=332&year=2012
11001896503,-2.521667,-54.929167,2013,199,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=060W000S&day=199&year=2013
2107044519,47.605497,-122.137563,2007,338,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=130W050N&day=338&year=2007
3599036152,35.320811,-80.732324,2007,156,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=090W040N&day=156&year=2007
3941116340,22.704299,89.082908,2009,259,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080E030N&day=259&year=2009
4677349374,45.493337,-122.803148,2010,157,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=130W050N&day=157&year=2010
2099337170,47.52404,-123.051981,2007,338,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=130W050N&day=338&year=2007
7091989205,14.585275,120.979256,2012,91,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=120E020N&day=91&year=2012
1097922649,49.149657,8.381195,2007,224,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E050N&day=224&year=2007
12410933973,51.5655,-0.706237,2014,40,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=40&year=2014
5041188341,40.678217,-73.699969,2010,274,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=274&year=2010
5358452473,-27.471619,153.014724,2011,12,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=150E020S&day=12&year=2011
2865732991,42.33627,-85.337119,2008,261,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=090W050N&day=261&year=2008
8150981465,40.17802,-74.014291,2012,308,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=308&year=2012
8906000941,38.38323,-84.30522,2010,103,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=090W040N&day=103&year=2010
5707097752,35.160836,-90.055832,2011,128,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100W040N&day=128&year=2011
5841976655,44.310789,-73.351045,2011,150,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=150&year=2011
5916156421,27.869881,-82.847106,2011,189,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=090W030N&day=189&year=2011
5518258674,40.128622,-75.494613,2011,70,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=70&year=2011
8980750791,48.82492,12.96597,2013,158,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010E050N&day=158&year=2013
60963028,44.457064,-93.160629,2004,163,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100W050N&day=163&year=2004
2514368424,51.726825,-1.972945,2008,87,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=87&year=2008
4932120056,28.051,68.868827,2010,235,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=060E030N&day=235&year=2010
1271708308,41.034823,-83.649559,2007,234,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=090W050N&day=234&year=2007
5285006124,32.76649,-117.162086,2010,356,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=120W040N&day=356&year=2010
466424563,42.569011,-72.594727,2007,108,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W050N&day=108&year=2007
5761452208,46.870299,-114.063245,2011,145,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=120W050N&day=145&year=2011
5015123851,32.239552,-110.957987,2010,265,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=120W040N&day=265&year=2010
1241716956,42.194204,-89.001038,2007,237,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=090W050N&day=237&year=2007
2707159566,51.466828,5.545928,2008,208,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=208&year=2008
2199675112,51.323927,-0.413038,2008,17,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=17&year=2008
3734430866,39.886092,-86.138992,2009,199,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=090W040N&day=199&year=2009
650764934,26.71325,-81.735985,2007,179,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=090W030N&day=179&year=2007
4958917958,-34.889759,138.628964,2010,248,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=130E030S&day=248&year=2010
3207715884,48.858051,2.312815,2009,18,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E050N&day=18&year=2009
5651116345,41.51988,-90.576621,2011,114,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100W050N&day=114&year=2011
2572639558,48.139788,17.117171,2002,228,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010E050N&day=228&year=2002
11889348366,52.353441,0.041575,2014,11,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=11&year=2014
12254073506,51.28939,-0.772281,2014,32,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=32&year=2014
159228429,55.866594,-4.262008,2006,154,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=154&year=2006
5310885105,-28.21813,152.034652,2010,361,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=150E020S&day=361&year=2010
4458996766,44.824747,-93.225959,2010,79,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100W050N&day=79&year=2010
3998179913,51.010271,0.443916,2009,283,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=283&year=2009
5213410957,-37.899578,144.65887,2010,332,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=140E030S&day=332&year=2010
4133774708,54.452276,-6.631965,2009,329,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=329&year=2009
8318312424,54.146349,-1.112365,2012,352,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=352&year=2012
8140435413,38.883992,-77.047215,2012,304,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W040N&day=304&year=2012
525729296,51.509448,-0.036167,2006,253,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=253&year=2006
5142391798,7.01239,100.469884,2010,307,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=100E010N&day=307&year=2010
238443850,-25.605307,-54.580421,2006,224,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=060W020S&day=224&year=2006
875411455,51.745708,-1.255322,2007,204,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=204&year=2007
5428149625,-19.453967,34.551315,2011,34,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=030E010S&day=34&year=2011
534725585,54.497748,-128.716614,2007,158,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=130W060N&day=158&year=2007
5418831222,55.604111,8.278144,2011,36,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=36&year=2011
5342726073,50.728924,7.111292,2011,10,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=000E060N&day=10&year=2011
5252443929,-37.789573,145.011806,2010,313,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=140E030S&day=313&year=2010
876947212,51.784117,-1.481566,2007,202,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=202&year=2007
6263455291,18.807518,-72.301025,2011,274,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=080W020N&day=274&year=2011
2096281306,52.898127,-2.147333,2007,341,https://floodmap.modaps.eosdis.nasa.gov/getTile.php?location=010W060N&day=341&year=2007
